exp_ic	logreg_prob	gnb_prob	SVC_prob	rnd_clf_prob	voting_clf_prob
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0145	0.9984691024479209	0.9999989990225996	0.9999998596871957	1.0	0.9994896975274304
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0146	0.999974597734551	0.9999999944358803	0.9999995803491156	1.0	0.9999915207254433
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0147	0.9999995004574711	0.9999999999547562	0.999999838273495	1.0	0.9999998296025913
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0148	0.999993531430634	0.9999999989620019	0.9999999006514473	1.0	0.9999978416147322
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0149	0.9999819760554524	0.9999999983338484	0.9999964631866264	1.0	0.9999938484500204
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0150	0.9996527401210596	0.99999980596298	0.9999999370773617	1.0	0.99988424542059
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0151	0.9999980398684561	0.999999999892209	0.9999999049410968	1.0	0.9999993445378698
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0152	0.0877395004583914	9.068595169535097e-11	1.0000000994736041e-07	0.2	0.04591320015280045
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0153	0.9999964683448027	0.9999999985355076	0.9999999529710717	1.0	0.9999988218666364
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0154	0.9999834988962434	0.9999999976477688	0.9999999644124372	1.0	0.9999944989718254
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0155	0.9999971896708534	0.9999999979670147	0.9999997310317286	1.0	0.9999990561809594
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0156	0.9999669891460393	0.9999999989139852	0.9999997900416912	1.0	0.999988991111533
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0157	0.9999753562497532	0.9999999990920134	0.9999999948122756	1.0	0.9999917853472585
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0158	0.9998966204442028	0.9999998495951832	0.9999965068834136	1.0	0.9999653986527438
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0159	0.9999399197488407	0.9999998361184473	0.9999997590084847	1.0	0.9999799670564226
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0160	0.9978551256413986	0.7543855370107619	0.9506980856859104	0.95	0.971342165811674
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0161	0.9999966797466231	0.9999999998893029	0.999999965620399	1.0	0.9999988926147716
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0162	0.9999955753992313	0.9999999971560954	0.9999998335809122	1.0	0.9999985211176572
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0163	0.9997882876995434	0.9999999867024877	0.999999962430501	1.0	0.999929428529689
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0164	0.9952543030042186	0.999848625807235	0.9958592295003235	1.0	0.9984147646842826
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0165	0.999980494301647	0.9999999874312825	0.9999998623626387	1.0	0.999993494885271
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0166	0.9999957875698975	0.9999999999148681	0.9999998149623205	1.0	0.9999985913106048
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0167	0.9997690019691845	0.9999999955296347	0.9999998562042207	1.0	0.9999229972721162
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0168	0.9999672171718695	0.99999999750594	0.9999990774961548	1.0	0.9999890425964814
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0169	0.999955762533789	0.9999999988363709	0.9999999115371879	1.0	0.9999852522612773
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0170	0.9998117762518837	0.9999992727337118	0.9999992059660147	1.0	0.9999372337519677
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0171	0.9999491663483058	0.9999999585615074	0.999996499596867	1.0	0.9999829136087147
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0172	0.9999915359238756	0.9999999996922018	0.9999999473404881	1.0	0.9999971775968541
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0173	0.9999974419543163	0.9999999997138325	0.9999999690132276	1.0	0.9999991467566085
B2056b_baseline1_dfof-10perc_pyseas_1000iter_training_ica-filt-0174	0.9999795490118439	0.9999999983726459	0.9999999734723356	1.0	0.99999318253581
